MATRÍCULA ESTABLECIMIENTO,NOMBRE ESTABLECIMIENTO,DIRECCIÓN,MUNICIPIO,TELÉFONO ESTABLECIMIENTO 1,TELÉFONO ESTABLECIMIENTO 2,TELÉFONO ESTABLECIMIENTO 3,EMAIL ESTABLECIMIENTO,CÓDIGO CIIU 1,DESCRIPCION CÓDIGO CIIU 1,CÓDIGO CIIU 2,DESCRIPCION CÓDIGO CIIU 2,CÓDIGO CIIU 3,DESCRIPCION CÓDIGO CIIU 3,CÓDIGO CIIU 4,DESCRIPCION CÓDIGO CIIU 4,MATRICULA MERCANTIL / NRO ESAL DEL PROPIETARIO,NOMBRE / RAZÓN SOCIAL PROPIETARIO,REPRESENTANTE LEGAL
296060-2,LEBLON SUITES ,CARRERA 42 A 1 SUR 125,MEDELLÍN,3104983662.0,3128500776.0,,juanita@estiloejecutivo.com;rtascontable@gmail.com,5511,Alojamiento en hoteles,5512.0,Alojamiento en apartahoteles,5611.0,Expendio a la mesa de comidas preparadas,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,213631-4,ESTILO EJECUTIVO SUITES S A ,JUAN CARLOS TIRADO JARAMILLO
417236-2,HOTEL CASA GRANDE DE JARDÍN,CALLE 8 4 33,JARDIN,3137395799.0,,,danyrtpoc@gmail.com,5511,Alojamiento en hoteles,,,,,,,579417-1,RESTREPO CEBALLOS DANIELA,
184864-2,ESTADERO CORDOBA DE SOPETRAN ,CORREGIMIENTO DE CORDOBA,SOPETRAN,3122478051.0,,,abogado810@hotmail.com,5630,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5611.0,Expendio a la mesa de comidas preparadas,5514.0,Alojamiento rural,,,115029-1,ARTEAGA GUZMAN PEDRO NEL,
422572-2,GRUPO SANTA CRUZ Y CIA,AV 33 63 B 223,MEDELLÍN,2359988.0,,,wilsonvaskez@gmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,4771.0,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,4759.0,Comercio al por menor de otros artículos domésticos en establecimientos especializados,358076-3,GRUPO SANTA CRUZ Y CIA LIMITADA,CRUZANA ZAPATA GONZALEZ
304231-2,CLINICA ANTIENVEJECIMIENTO DRA.LUCIA.CASTRO,CARRERA 34 11 B 10,MEDELLÍN,3044816820.0,4448354.0,,gerencia@clinica-antienvejecimiento.com,8621,"Actividades de la práctica médica, sin internación",5519.0,Otros tipos de alojamiento para visitantes,,,,,429116-12,CLINICA ANTIENVEJECIMIENTO S.A.S,CESAR AUGUSTO CASTRO RODRIGUEZ
305003-2,HOTEL SAN JOSE AVG,CALLE 49 45 12,MEDELLÍN,5579303.0,3134939975.0,,magitex2007@hotmail.com,5511,Alojamiento en hoteles,,,,,,,403463-1,ZAPATA PUERTA LEO FRAY,
422599-2,RISTORANTE ORVIETTO,CALLE 17 40 300,MEDELLÍN,4445252.0,,,dirfinanciera@hotelbelfort.com,1084,Elaboración de comidas y platos preparados,5511.0,Alojamiento en hoteles,,,,,353276-4,ADMINISTRADORA HOTELERA MEDELLIN S.A.,MANUEL JOSE MOLINA ARISTIZABAL
175969-2,RESIDENCIAS MARACANA ,CARRERA 52 A 45 71,MEDELLÍN,5120327.0,,,LIMARACANA@YAHOO.ES,5511,Alojamiento en hoteles,,,,,,,,RODRIGUEZ MEJIA IVAN DARIO,
455181-2,CASA MOSAICO HOTEL BOUTIQUE,"VEREDA EL LLANO, CORREGIMIENTO DE SANTA ELENA",MEDELLÍN,3163265516.0,3629289.0,3155847298.0,abogado1andres@gmail.com;gerencia@casamosaico.co,5511,Alojamiento en hoteles,7912.0,Actividades de operadores turísticos,,,,,391289-1,GALEANO JARAMILLO EDISON ANDRES,
187902-2,HOTEL RESIDENCIAS LAS PAMPAS ,CR 45 78 48,MEDELLÍN,2118257.0,2351469.0,3104037964.0,elenaeusse@gmail.com;asesorias.vac@gmail.com,5511,Alojamiento en hoteles,,,,,,,31844-1,HOYOS ALZATE HORACIO DE JESUS,
456726-2,ALIANZA EN LOGISTICA Y TURISMO S.A.,TRANSVERSAL 5 A 45 279,MEDELLÍN,6043121412.0,3013999662.0,,info.angerango@gmail.com,5514,Alojamiento rural,,,,,,,392852-4,ALIANZA EN LOGISTICA Y TURISMO S.A.,GUSTAVO ALBERTO BETANCUR MONTOYA
303138-2,"HOTEL PLAZUELAS DE SAN IGNACIO
",CARRERA 45 47 61,MEDELLÍN,6042918464.0,3138391862.0,,felipeochoac@gmail.com;hotelplazuelasdesanignacio@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,433053-1,CORREA MAYA RODRIGO EDUARDO,
297304-2,"HOTEL ""REAL"" DE SANTA ROSA ",CALLE 30 CR 29 30,SANTA ROSA DE OSOS,3217301633.0,,,juanrricou@gmail.com,5511,Alojamiento en hoteles,,,,,,,270424-1,RICO URREGO JUAN RAFAEL,
299116-2,HOTEL PARK PLAZA ,CARRERA 30 28 49 PISO 401,DON MATIAS,3015918090.0,3225365932.0,,jorge.h1961@hotmail.com,5511,Alojamiento en hoteles,,,,,,,558955-1,ARROYAVE BARRERA JORGE HUMBERTO,
425044-2,"HOTEL CASA VICTORIA
",CARRERA 32 NO. 1 SUR 13,MEDELLÍN,2685099.0,,,financiera@hotelcasavictoria.com,5511,Alojamiento en hoteles,,,,,,,360672-12,INVERSIONES GIGAR SAS,ARTURO GIRALDO BOTERO
456326-2,HOSPEDAJE BALETA,Calle 56 51 D 15,MEDELLÍN,3216948762.0,,,hospedajebaleta@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,,"FONDO DE REHABILITACION, INVERSION SOCIAL Y LA LUCHA CONTRA EL CRIMEN ORGANIZADO",
421863-2,HOTEL ITUANGO,CARRERA BOLIVAR # 19-32,ITUANGO,3117194561.0,,,hotelituango@hotmail.es,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,4921.0,Transporte de pasajeros,7490.0,"Otras actividades profesionales, científicas y técnicas n.c.p.",357352-1,SANCHEZ GOMEZ JUAN GONZALO,
160904-2,CONEJOS Y CONEJOS ,CALLE 10 43 C 89,MEDELLÍN,3112770.0,3105002912.0,,sarahenao89@hotmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,92382-1,SOSA LOPEZ PIEDAD ELENA,
421871-2,HOTEL GRAN PLAZA,CARRERA 57 58 12,MEDELLÍN,2316792.0,3156473053.0,,info.granplazamed@gmail.com,5511,Alojamiento en hoteles,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,,MONTAÑO GARCIA ARMANDO ,
421095-2,HOTEL ALAMEDA DE LA 10,CALLE 10 43 F 18,MEDELLÍN,4482700.0,3206734962.0,3137663676.0,contabilidad@hotelalamedadela10.com,5511,Alojamiento en hoteles,141.0,Cría de ganado bovino y bufalino,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,159098-12,HOTEL ALAMEDA DE LA 10 S.A.S.,YOSIN ELY MOSQUERA FLACO
455547-2,LA CASCADA ANDES,CORREGIMIENTO DE SAN BARTOLO VIA ANDES - JARDIN,ANDES,34664896253.0,,,inversionesjjrr@gmail.com,5630,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5590.0,Otros tipos de alojamiento n.c.p.,5530.0,Servicio de estancia por horas,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,614935-1,RUIZ ROJAS MARIA ELCY,
421392-2,PAJONAL RESTAURANTE - HOTEL,Carrera 31 30 37 2° PISO PARQUE JUAN PLABLO II,CAÑASGORDAS,8564478.0,3103793244.0,,peles77@hotmail.com,5611,Expendio a la mesa de comidas preparadas,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5511.0,Alojamiento en hoteles,,,704805-1,CORDOBA CASTRO LEIDY VANESSA,
422372-2,HOTEL HOLIDAY INN EXPRESS MEDELLIN,CARRERA 43 A 1 SUR 150,MEDELLÍN,3845542.0,6045188.0,,marta.maya@gruposuites.com;rocio.gallo@gruposuites.com;luis.toro@gruposuites.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,355644-12,GRUPO SUITES S.A.S.,MARTHA LUZ MAYA LONDOÑO
297907-2,HOTEL Y RESTAURANTE CAPILLA DEL RIO,CALLE 10 12 29,ENTRERRIOS,3116095168.0,8670109.0,,facturascapilladelrio@hotmail.com,5611,Expendio a la mesa de comidas preparadas,5511.0,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,326946-1,TOBON LOPERA MARIA ELENA,
420269-2,HOTEL SANTA ANA MEDELLIN,CALLE 15 SUR 48 34 IN 105,MEDELLÍN,3136989.0,,,gestora1@yahoo.com;santa_ana_medellin@yahoo.com,5511,Alojamiento en hoteles,,,,,,,355688-12,INVERSIONISTAS SANTA ANA S.A.S.,OSCAR DARIO ESTRADA GAVIRIA
299586-2,HOSPEDAJE EL ROCIO DE SANTA BARBARA ,CORREGIMIENTO VERSALLES SECTOR LA OPERA,SANTA BARBARA,3113078026.0,3117252953.0,,elrociohospedaje@gmail.com,5511,Alojamiento en hoteles,,,,,,,237532-1,AYALA LOPEZ JULIO CESAR,
455734-2,RIO VERDE DEPORTES LTDA,CARRERA 52 46 68 LOC 1506,MEDELLÍN,4085319.0,,,rioverdedeportes55@hotmail.com,4643,Comercio al por mayor de calzado,5514.0,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,,,391826-12,RIO VERDE DEPORTES S.A.S.,FERNEY ELIAS CUERVO ALZATE
420637-2,HOSPEDAJE GEMI,CALLE 6 18 136 INT 9901,GIRARDOTA,3113189774.0,2897854.0,,gemi.actuar@hotmail.com,5511,Alojamiento en hoteles,,,,,,,323183-1,MORALES IDARRAGA GLADIS HELENA,
299245-2,MEGAMODA SPORT,CALLE 49 48 03,MEDELLÍN,5138876.0,3536730.0,3105916386.0,contadores.gestores@hotmail.com,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,5514.0,Alojamiento rural,,,,,461678-1,ZAPATA SEPULVEDA MONICA LUCIA,
414946-2,VIT-ALL.SPA,KILOMETRO 19 VIA LA PINTADA TAMESIS PASANDO LAS INSTALACIONES DE FRUDELCA,TAMESIS,3104444504.0,3148007209.0,,vitallspa09@gmail.com,8699,Otras actividades de atención de la salud humana,5514.0,Alojamiento rural,,,,,324284-1,SERRANO GUTIERREZ EMILIO JOSE,
422732-2,INVERSIONES TURISTICAS Y AGROPECUARIAS,CARRERA 36 SUR 22 43,MEDELLÍN,3611039.0,,,itas@itas.com.co,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,150.0,Explotación mixta (agrícola y pecuaria),5512.0,Alojamiento en apartahoteles,,,358235-4,INVERSIONES TURISTICAS Y AGROPECUARIAS S.A.,RAFAEL EUGENIO MESA MONTOYA
302868-2,OPERADORA HOTELERA SAN PEDRO DEL FUERTE ,CALLE 46 80 23,MEDELLÍN,5403760.0,3164464652.0,3154411414.0,calidad@hotelsanpedrodelfuerte.com;jorgeabarrera@hotelsanpedrodelfuerte.com,5511,Alojamiento en hoteles,,,,,,,241058-12,OPERADORA HOTELERA SAN PEDRO DEL FUERTE S.A.S.,JORGE ALBERTO BARRERA CUARTAS
308217-2,CARLOS ALBERTO MEJIA MORA ,Carrera 48 10 45 oficina 1011,MEDELLÍN,3523300.0,,,camale1@hotmail.com;cmejiamora@hotmail.com,5511,Alojamiento en hoteles,,,,,,,183401-1,MEJIA MORA CARLOS ALBERTO,
423592-2,HOTEL POBLADO CAMPESTRE,CARRERA 42 16 B SUR 20,MEDELLÍN,3250400.0,,,consultoriasbo@hotmail.com;hotelpc@une.net.co,5511,Alojamiento en hoteles,,,,,,,520844-12,POBLADO CAMPESTRE S.A.S.,MARTA LIA LONDOÑO DE MAYA
305855-2,HOTEL SU CASONA,CALLE 10 5 42,JARDIN,3146811867.0,8455514.0,,infoyreservaslacasona@gmail.com,5511,Alojamiento en hoteles,,,,,,,149820-1,SALAZAR GIL JAKELINE,
427504-2,RESIDENCIAS NUEVA LUNA,Carrera 51 49 33,VENECIA,8491146.0,,,amrebe@gmail.com,5519,Otros tipos de alojamiento para visitantes,5590.0,Otros tipos de alojamiento n.c.p.,,,,,363204-1,RESTREPO BETANCUR AMPARO DE JESÚS,
305158-2,UNION CIFUENTES & COMPAÑIA ,CARRERA 32 9 SUR 413 APT 1401,MEDELLÍN,3128345750.0,3216777777.0,,jairo@hotelsantanadelrio.com,141,Cría de ganado bovino y bufalino,5511.0,Alojamiento en hoteles,128.0,Cultivo de especias y de plantas aromáticas y medicinales,129.0,Otros cultivos permanentes n.c.p.,243399-6,UNION CIFUENTES Y COMPAÑIA S EN C.S.,JAIRO CIFUENTES ABUCHAIBE
422282-2,HOTEL FELICINA,CARRERA 5 5 05,JERICÓ,3146306258.0,,,hotelfelicina@gmail.com,5511,Alojamiento en hoteles,,,,,,,481883-1,PARRA ARCILA LEONEL,
309706-2,HOTEL IN LOVE,CARRERA 51 78 71,MEDELLÍN,2335667.0,,,perezforondacafu@hotmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",4724.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",,,248175-1,PEREZ FORONDA LEON DARIO,
422920-2,HOTEL EL REAL,CARRERA 29 29 52,CAÑASGORDAS,3122392732.0,,,yulianarpo@hotmail.es,5511,Alojamiento en hoteles,,,,,,,358422-1,RESTREPO PEREZ JOSE LEONARDO,
421724-2,HOTEL SAN FERNANDO PLAZA,CARRERA 42 A 1 15,MEDELLÍN,4445353.0,6043260000.0,,rlegal@hotelsanfernandoplaza.com,5511,Alojamiento en hoteles,1084.0,Elaboración de comidas y platos preparados,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,9008.0,Otras actividades de espectáculos en vivo n.c.p.,357214-4,PROMOTORA HOTEL SAN FERNANDO PLAZA S.A.,MARIA HERSILIA ARANGO RINCON
423232-2,RESIDENCIAS NOCHES DIVINAS,CARRERA 53 50 50,MEDELLÍN,3145777184.0,,,oscargalvis2005@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",543037-1,GALVIS ROA OSCAR,
305604-2,CABAÑAS PIJIBA LODGE,CALLE 21 82 A 87 APTO 301,MEDELLÍN,3117623763.0,4745221.0,,gonzatrujillo@une.net.co,5511,Alojamiento en hoteles,,,,,,,243865-1,TRUJILLO TRUJILLO GONZALO DE JESUS,
428544-2,HOTEL SIEM,CALLE 50 50 20,SAN PEDRO DE LOS MILAGROS,3108422497.0,,,catalina.marin.medina@hotmail.com,5511,Alojamiento en hoteles,,,,,,,694959-1,MARIN MEDINA CATALINA,
192371-2,HOTEL KENNEDY NO 2 ,CARRERA 45 A 44 62,MEDELLÍN,2510697.0,2510695.0,3163004321.0,nuezdemacadamia@live.com,5511,Alojamiento en hoteles,,,,,,,383763-1,GALVIS OSORIO JAQUELINE,
425255-2,HOTEL PALMA 70,Circular 5 70 37,MEDELLÍN,4091020.0,,,hotelpalma70@gmail.com,5511,Alojamiento en hoteles,,,,,,,352908-1,RINCON GIRALDO OLGA MARGARITA,
427399-2,RESTAURANTE DE PURA CEPA,CALLE 47 70 36,MEDELLÍN,2504225.0,3184192129.0,,nathyu72@hotmail.com,5611,Expendio a la mesa de comidas preparadas,5511.0,Alojamiento en hoteles,4799.0,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",,,406001-1,GIRALDO GONZALEZ ARLES ALBERTO,
195217-2,RESIDENCIAS VENGAN ,CALLE 54 52 28,MEDELLÍN,5132260.0,,,imaldonadomontoya22@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,27156-1,MALDONADO MONTOYA IGNACIO ANTONIO,
427984-2,FAMI HOTEL ASTURIAS,CALLE 49 50 55 BLOQUE 1 PISO 2,HISPANIA,3113776400.0,3116129978.0,,agusarboleda@hotmail.com,5511,Alojamiento en hoteles,,,,,,,363671-1,ARBOLEDA GRANDA AGUSTÍN ALONSO,
323666-2,ECOLODGE EL ALMEJAL ,CARRERA 80 B 41 13,MEDELLÍN,4125050.0,,,contable1@johnsonasociados.com;info@almejal.com.co,5511,Alojamiento en hoteles,7912.0,Actividades de operadores turísticos,,,,,273388-12,ECOLODGE EL ALMEJAL S.A.S.,CESAR HERNANDO ISAZA VASQUEZ
198561-2,OPORTUNIDAD INMOBILIARIA,CARRERA 65 49 B 21 LOCAL 109 CENTRO COMERCIAL LOS SAUCES,MEDELLÍN,4488003.0,3116288783.0,3216402408.0,gerencia@oinmobiliaria.com;servicioalcliente@oinmobiliaria.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5512.0,Alojamiento en apartahoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,549253-12,OPORTUNIDAD INMOBILIARIA S.A.S.,GABRIELA PÉREZ HERNÁNDEZ
196805-2,HOTEL DON COIS,CARRERA 51 49 A 16 LOCAL 101,ANDES,3105054659.0,8414713.0,,hoteldoncois@hotmail.com,5511,Alojamiento en hoteles,,,,,,,58051-1,RIVAS GARCIA LUIS ALBEIRO,
205174-2,HOTEL MARIA ISABEL MEDELLIN,CARRERA 54 NO. 53 37,MEDELLÍN,3165102771.0,,,luguiloto07@gmail.com;mariaisabelhotell@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,404124-1,LONDOÑO TORRES LUIS GUILLERMO,
194399-2,HOSTERIA DE LA PLAZA MENOR,CALLE 9 A 13 21,SANTAFE DE ANTIOQUIA,8531133.0,,,comercial@hosteriadelaplazamenor.com,5511,Alojamiento en hoteles,,,,,,,185344-3,REPRESENTACIONES CUARZO LTDA ,CARLOS LAVERDE GALLEGO
206438-2,HOTEL CERRO BRAVO ,CALLE 51 51 14,FREDONIA,8403252.0,3113904912.0,,juacocarvajal27@hotmail.com;hotelcerrobravo@hotmail.com,5511,Alojamiento en hoteles,,,,,,,87997-1,CARVAJAL LUZ ELENA GARCIA DE,
425352-2,NATURAL HOTEL BY GRUPO HOTELES,CARRERA 45 49 35,MEDELLÍN,3024449934.0,3053795016.0,3126036285.0,contabilidad@grupo-hoteles.com,5511,Alojamiento en hoteles,,,,,,,520183-12,GRUPO HOTELES S.A.S.,JUAN CAMILO ARISTIZABAL MARTINEZ
429822-2,HOTEL BOMBONA,CALLE 47 45 12,MEDELLÍN,5744499.0,3113898881.0,,mariaclara0308@une.net.co,5511,Alojamiento en hoteles,,,,,,,675251-1,LOPERA ESPITIA MARIA CLARA,
429920-2,AVOLAR VIAJES Y TURISMO,CARRERA 70 45 E 11 OFICINA 201,MEDELLÍN,5899172.0,5899118.0,3105911517.0,avolarviajesyt@yahoo.es,7911,Actividades de las agencias de viaje,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,4921.0,Transporte de pasajeros,414282-3,AVOLAR VIAJES Y TURISMO LIMITADA,JHON FERNANDO PIEDRAHITA GIL
325114-2,L' ALIANXA ORGANIZACION INTERNACIONAL DE VIAJES ,CARRERA 29 A 7 B 50 APTO 603,MEDELLÍN,3104121872.0,3113087386.0,,alonsom@ltn.travel;erestrepos@ltn.travel,7911,Actividades de las agencias de viaje,5511.0,Alojamiento en hoteles,,,,,265071-12,L'ALIANXA TRAVEL NETWORK COLOMBIA S.A.S.,ALONSO MONSALVE GOMEZ
318277-2,QUINTA GENERACION ,CARRERA 32 13 49 OFICINA 402,MEDELLÍN,6043742.0,,,eventos@qgeneracion.com,8230,Organización de convenciones y eventos comerciales,5621.0,Catering para eventos,5511.0,Alojamiento en hoteles,7911.0,Actividades de las agencias de viaje,438755-12,QUINTA GENERACION S.A.S.,SONIA JAIMES COBOS
428832-2,HOTEL VILLA DEL MARQUES,PARAJE LA AYUMBO,SOPETRAN,8514758.0,,,juantama73@hotmail.com,5511,Alojamiento en hoteles,,,,,,,364528-12,INVERSIONES GOTA TROPICAL S.A.S.,JUAN CARLOS TAMAYO GOMEZ
194341-2,HOTEL CAMPESINO ,CARRERA BOLIVAR # 50-37,ANDES,3135603816.0,,,tavo7022@gmail.com,5511,Alojamiento en hoteles,,,,,,,638782-1,JIMENEZ OCHOA GUSTAVO ALBERTO,
207871-2,NOVEDADES SAN ANDRESITO DE CAUCASIA ,CALLE 21 3 11,CAUCASIA,8392858.0,,,riosbedoya@hotmail.com,4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",5511.0,Alojamiento en hoteles,,,,,95265-1,BEDOYA TORRES JORGE ELIECER,
428824-2,"ECOMERCA OSPINAS 
",VEREDA EL CORTADO,BARBOSA,3112178421.0,,,rodrigospina1@hotmail.com,4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",1084.0,Elaboración de comidas y platos preparados,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5519.0,Otros tipos de alojamiento para visitantes,650059-1,OSPINA OCHOA ANDRES FELIPE,
206330-2,TRUCHERA SAN JOSE,Calle 48 98 A 05,MEDELLÍN,2534246.0,3007542225.0,,josecusso1961@gmail.com,5511,Alojamiento en hoteles,312.0,Pesca de agua dulce,5611.0,Expendio a la mesa de comidas preparadas,,,724803-12,CUSSO MORENO S.A.S.,JOSE JAVIER NICOLAS CUSSO ZULUAGA
209129-2,HOTEL D´ORO,CALLE 54 54 56,MEDELLÍN,5133106.0,3106311624.0,3207408683.0,arangospina03@hotmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,538895-1,ARANGO OSPINA LUISA FERNANDA,
193935-2,HOTEL MONSERRAT ,CL 54 52 11 Y 52 25,MEDELLÍN,3023521220.0,,,vasquezruby980@gmail.com,5511,Alojamiento en hoteles,7990.0,Otros servicios de reserva y actividades relacionadas,8299.0,Otras actividades de servicio de apoyo a las empresas n.c.p.,,,760991-1,VASQUEZ LENIS RUDINY,
319327-2,LA FLORIDA TROPICAL ,KM75 MEDELLIN CERCA AL PUENTE DE OCCIDENTE OLAYA,OLAYA,5577320.0,2315062.0,,asistente@hosteriafloridatropical.com;raas20@hotmail.com,9329,Otras actividades recreativas y de esparcimiento n.c.p.,5514.0,Alojamiento rural,,,,,200755-4,LA FLORIDA TROPICAL S.A. ,JOSE MARIA GOMEZ G.
427098-2,HOSTAL EL VIAJERO H.C.,CALLE 5 1 33,JERICÓ,3206165605.0,,,yolida77@yahoo.e,5519,Otros tipos de alojamiento para visitantes,,,,,,,362800-1,HENAO CONTRERAS FRANCISCO JAVIER,
315643-2,"HOSPEDAJE "" ALBATROS "" ",AV 38 28 50 LA VARIANTE,SANTA ROSA DE OSOS,3206554544.0,,,adiela2875@hotmail.com,5511,Alojamiento en hoteles,,,,,,,368742-1,ARANGO GOMEZ ADIELA ELCY,
314769-2,FLOR ANGELA OQUENDO RODRIGUEZ,Calle 10 14 30,SANTAFE DE ANTIOQUIA,3013549714.0,3154420992.0,,flor_2275@hotmail.com,5621,Catering para eventos,4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",4921.0,Transporte de pasajeros,5514.0,Alojamiento rural,253765-1,OQUENDO RODRIGUEZ FLOR ANGELA,
319883-2,PARQUEADERO SEMISIONES ,CALLE 15 23 28,YARUMAL,8870007.0,,,parqsemisiones2022@gmail.com,5221,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",5511.0,Alojamiento en hoteles,5613.0,Expendio de comidas preparadas en cafeterías,150.0,Explotación mixta (agrícola y pecuaria),265029-1,ROLDAN MUNERA JUAN CARLOS,
430209-2,HOTEL ANDES PLAZA ANDES,CARRERA 50 50 A 18,ANDES,8418444.0,,,contabilidadcia@hotmail.com,5511,Alojamiento en hoteles,,,,,,,379014-1,GALLEGO ZAPATA HILDA MARIA,
429476-2,MAXI SOUND CAR AUDIO,CIRCULAR 6 66 B 167,MEDELLÍN,3224585.0,3164289935.0,,camariopi@hotmail.com,4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5519.0,Otros tipos de alojamiento para visitantes,,,,,352275-1,PINEDA GOMEZ CARLOS MARIO,
316534-2,HOTEL TITANIC CM,CALLE 55 NO. 52 - 96,MEDELLÍN,2319032.0,3108262729.0,,ceciliagranda1962@gmail.com;felipeochoac@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,240321-1,GRANDA ARANGO MARTHA CECILIA,
428450-2,CURUME HOTEL,CALLE 9 11 20,ANZA,8522095.0,3217732332.0,,cvelasquezhidalgo@gmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,465276-1,GALLEGO ORTIZ DORIS DEL CARMEN,
430086-2,HOTEL CALAMARU,Av 30 No. 30 A 12,LA PINTADA,5738576.0,3147737054.0,,asesoriasvarelaurrego@gmail.com,5511,Alojamiento en hoteles,5520.0,Actividades de zonas de camping y parques para vehículos recreacionales,,,,,365806-6,INVERSIONES NARANJO ESCOBAR Y CIA S. EN C. S,ADRIANA BETANCOURT ORTIZ
427721-2,HOTEL PLAZUELA NUTIBARA ,CALLE 52 A 50 19,MEDELLÍN,5115111.0,5111629.0,,contabilidad@hotelnutibara.com,5511,Alojamiento en hoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,4091-4,COMPANIA DEL HOTEL NUTIBARA S A ,HECTOR ALONSO MORALES TORRES
320209-2,RESIDENCIAS Y BILLARES KILOMETRO CERO ,CALLE 22 D 45 39 2,BELLO,3126116.0,,,losangeles@une.net.co,5511,Alojamiento en hoteles,,,,,,,259692-1,PEREZ VILLA LUIS CARLOS,
431746-2,HOTEL CASA TROPICAL,CARRERA 11 9 27,SOPETRAN,3147014535.0,8541190.0,,odl1005@hotmail.com;hernan.posada@outlook.es,5511,Alojamiento en hoteles,,,,,,,600259-1,POSADA GARCIA HERNAN ALONSO,
317288-2,GRUPO GALACIA,CALLE 10 A 10 190 APTO 403,MEDELLÍN,3215532253.0,,,galacia1@une.net.co,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,4642.0,Comercio al por mayor de prendas de vestir,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,5519.0,Otros tipos de alojamiento para visitantes,256457-12,GRUPO GALACIA S.A.S.,GUSTAVO ADOLFO PELAEZ DELGADO
